Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
MERIVOBOX backs,ZB4E000S   HO-RW  MP SW-M,01243657,1,"7,61",25,"136,508",4 000,9009494680720,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. E (209 mm),     prawy+lewy+jedwabiście biały mat*P/U: 25"
MERIVOBOX backs,ZB4K000S   HO-RW  MP IG-M,09307399,1,"4,55",25,"80,007",10 500,9009494680621,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. K (146 mm),     prawy+lewy+szary indium mat*P/U: 25"
MERIVOBOX backs,ZB4K000S   HO-RW  MP OG-M,01123466,1,"4,55",25,"80,007",10 500,9009494680591,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. K (146 mm),     prawy+lewy+antracyt mat*P/U: 25"
MERIVOBOX backs,ZB4K000S   HO-RW  MP SW-M,07560836,1,"4,55",25,"80,007",10 500,9009494680652,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. K (146 mm),     prawy+lewy+jedwabiście biały mat*P/U: 25"
MERIVOBOX backs,ZB4M000S   HO-RW  MP IG-M,01291222,1,"3,74",25,"49,113",10 500,9009494680539,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. M (108 mm),     prawy+lewy+szary indium mat*P/U: 25"
MERIVOBOX backs,ZB4M000S   HO-RW  MP OG-M,07536461,1,"3,74",25,"49,113",10 500,9009494680508,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. M (108 mm),     prawy+lewy+antracyt mat*P/U: 25"
MERIVOBOX backs,ZB4M000S   HO-RW  MP SW-M,09271465,1,"3,74",25,"49,113",10 500,9009494680560,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. M (108 mm),     prawy+lewy+jedwabiście biały mat*P/U: 25"
MERIVOBOX backs,ZB4N000S   HO-RW  MP IG-M,01125561,1,"4,12",25,"30,715",10 500,9009494680362,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. N (82,5 mm),     prawy+lewy+szary indium mat*P/U: 25"
MERIVOBOX backs,ZB4N000S   HO-RW  MP OG-M,05241618,1,"4,12",25,"30,715",10 500,9009494680331,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. N (82,5 mm),     prawy+lewy+antracyt mat*P/U: 25"
MERIVOBOX backs,ZB4N000S   HO-RW  MP SW-M,06487363,1,"4,12",25,"30,715",10 500,9009494680379,"Uchwyt drewnianej ścianki tylnej MERIVOBOX, wys. N (82,5 mm),     prawy+lewy+jedwabiście biały mat*P/U: 25"
MERIVOBOX galleries,ZR4.270RS.ERE R+L MP IG-M,06603119,1,"18,45",1,"168,491",2 640,9009494682687,"Reling podłużny MERIVOBOX , dł.=270 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.270RS.ERE R+L MP OG-M,08971513,1,"18,45",1,"168,487",2 640,9009494683387,"Reling podłużny MERIVOBOX , dł.=270 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.270RS.ERE R+L MP SW-M,03062069,1,"18,45",1,"168,499",2 640,9009494683189,"Reling podłużny MERIVOBOX , dł.=270 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.300RS.ERE R+L MP IG-M,07735399,1,"18,45",1,"184,651",2 640,9009494682816,"Reling podłużny MERIVOBOX , dł.=300 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.300RS.ERE R+L MP OG-M,05279690,1,"18,45",1,"184,647",2 640,9009494683394,"Reling podłużny MERIVOBOX , dł.=300 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.300RS.ERE R+L MP SW-M,02351038,1,"18,45",1,"184,659",2 640,9009494683219,"Reling podłużny MERIVOBOX , dł.=300 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.350RS.ERE R+L MP IG-M,05123250,1,"18,45",1,"210,686",2 640,9009494682823,"Reling podłużny MERIVOBOX , dł.=350 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.350RS.ERE R+L MP OG-M,02768659,1,"18,45",1,"210,682",2 640,9009494683424,"Reling podłużny MERIVOBOX , dł.=350 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.350RS.ERE R+L MP SW-M,04292592,1,"18,45",1,"210,694",2 640,9009494683240,"Reling podłużny MERIVOBOX , dł.=350 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.400RS.ERE R+L MP IG-M,03488117,1,"18,83",1,"244,16",1 760,9009494682854,"Reling podłużny MERIVOBOX , dł.=400 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.400RS.ERE R+L MP OG-M,06055091,1,"18,83",1,"244,156",1 760,9009494683431,"Reling podłużny MERIVOBOX , dł.=400 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.400RS.ERE R+L MP SW-M,05109887,1,"18,83",1,"244,168",1 760,9009494683271,"Reling podłużny MERIVOBOX , dł.=400 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.450RS.ERE R+L MP IG-M,02536510,1,"19,25",1,"266,132",1 760,9009494682885,"Reling podłużny MERIVOBOX , dł.=450 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.450RS.ERE R+L MP OG-M,09805311,1,"19,25",44,"266,128",1 760,9009494683448,"Reling podłużny MERIVOBOX , dł.=450 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.450RS.ERE R+L MP SW-M,01212014,1,"19,25",44,"266,14",1 760,9009494683288,"Reling podłużny MERIVOBOX , dł.=450 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.500RS.ERE R+L MP IG-M,03457167,1,"19,64",1,"300,564",1 760,9009494683011,"Reling podłużny MERIVOBOX , dł.=500 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.500RS.ERE R+L MP OG-M,08551966,1,"19,64",44,"300,56",1 760,9009494661118,"Reling podłużny MERIVOBOX , dł.=500 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.500RS.ERE R+L MP SW-M,01772719,1,"19,64",44,"300,572",1 760,9009494683295,"Reling podłużny MERIVOBOX , dł.=500 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.550RS.ERE R+L MP IG-M,04098129,1,"22,78",1,"328,505",1 760,9009494683042,"Reling podłużny MERIVOBOX , dł.=550 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.550RS.ERE R+L MP OG-M,06518258,1,"22,78",1,"328,501",1 760,9009494683479,"Reling podłużny MERIVOBOX , dł.=550 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.550RS.ERE R+L MP SW-M,09142728,1,"22,78",1,"328,513",1 760,9009494683325,"Reling podłużny MERIVOBOX , dł.=550 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX galleries,ZR4.600RS.ERE R+L MP IG-M,06751677,1,"29,03",1,"354,549",1 320,9009494683073,"Reling podłużny MERIVOBOX , dł.=600 mm, lewy/prawy+szary indium mat*P/U:     44"
MERIVOBOX galleries,ZR4.600RS.ERE R+L MP OG-M,03692146,1,"29,03",1,"354,545",1 320,9009494683486,"Reling podłużny MERIVOBOX , dł.=600 mm, lewy/prawy+antracyt mat*P/U: 44"
MERIVOBOX galleries,ZR4.600RS.ERE R+L MP SW-M,05356330,1,"29,03",1,"354,557",1 320,9009494683356,"Reling podłużny MERIVOBOX , dł.=600 mm, lewy/prawy+jedwabiście biały     mat*P/U: 44"
MERIVOBOX BOXCAP,ZL4.270S.E BXCA MP 10IG-M,08464289,1,"47,09",10,"605,898",480,9009494610383,"MERIVOBOX BOXCAP, dł.=270 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.270S.E BXCA MP 10OG-M,04356778,1,"47,09",10,"605,898",480,9009494506419,"MERIVOBOX BOXCAP, dł.=270 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.270S.E BXCA MP 10SW-M,06082517,1,"47,09",10,"605,898",480,9009494506426,"MERIVOBOX BOXCAP, dł.=270 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.300S.E BXCA MP 10IG-M,08695724,1,"47,09",10,"659,942",480,9009494357523,"MERIVOBOX BOXCAP, dł.=300 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.300S.E BXCA MP 10OG-M,09716262,1,"47,09",10,"659,942",480,9009494458589,"MERIVOBOX BOXCAP, dł.=300 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.300S.E BXCA MP 10SW-M,06105509,1,"47,09",10,"659,942",480,9009494492828,"MERIVOBOX BOXCAP, dł.=300 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.350S.E BXCA MP 10IG-M,08658557,1,"47,09",10,"746,374",480,9009494612370,"MERIVOBOX BOXCAP, dł.=350 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.350S.E BXCA MP 10OG-M,01982920,1,"47,09",10,"746,374",480,9009494485936,"MERIVOBOX BOXCAP, dł.=350 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.350S.E BXCA MP 10SW-M,05636900,1,"47,09",10,"746,374",480,9009494506433,"MERIVOBOX BOXCAP, dł.=350 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.400S.E BXCA MP 10IG-M,08921841,1,"47,77",10,"859,937",320,9009494357295,"MERIVOBOX BOXCAP, dł.=400 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.400S.E BXCA MP 10OG-M,07044102,1,"47,77",10,"859,937",320,9009494458978,"MERIVOBOX BOXCAP, dł.=400 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.400S.E BXCA MP 10SW-M,03299423,1,"47,77",10,"859,937",320,9009494492835,"MERIVOBOX BOXCAP, dł.=400 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.450S.E BXCA MP 10IG-M,07097397,1,"48,41",10,"948,775",320,9009494357516,"MERIVOBOX BOXCAP, dł.=450 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.450S.E BXCA MP 10OG-M,03500073,1,"48,41",10,"948,775",320,9009494458992,"MERIVOBOX BOXCAP, dł.=450 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.450S.E BXCA MP 10SW-M,05750175,1,"48,41",10,"948,775",320,9009494492811,"MERIVOBOX BOXCAP, dł.=450 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.500S.E BXCA MP 10IG-M,02625251,1,"49,05",10,"1062,615",320,9009494357011,"MERIVOBOX BOXCAP, dł.=500 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.500S.E BXCA MP 10OG-M,01546113,1,"49,05",10,"1062,615",320,9009494459364,"MERIVOBOX BOXCAP, dł.=500 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.500S.E BXCA MP 10SW-M,09781557,1,"49,05",10,"1062,615",320,9009494468243,"MERIVOBOX BOXCAP, dł.=500 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.550S.E BXCA MP 10IG-M,01458883,1,"52,19",10,"1129,615",320,9009494607314,"MERIVOBOX BOXCAP, dł.=550 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.550S.E BXCA MP 10OG-M,08849172,1,"52,19",10,"1129,615",320,9009494607321,"MERIVOBOX BOXCAP, dł.=550 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.550S.E BXCA MP 10SW-M,08150108,1,"52,19",10,"1129,615",320,9009494607338,"MERIVOBOX BOXCAP, dł.=550 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.600S.E BXCA MP 10IG-M,07959430,1,"58,48",10,"1237,576",240,9009494434347,"MERIVOBOX BOXCAP, dł.=600 mm, wysokość E, lewy/prawy+szary indium     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4.600S.E BXCA MP 10OG-M,03457524,1,"58,48",10,"1237,576",240,9009494611540,"MERIVOBOX BOXCAP, dł.=600 mm, wysokość E, lewy/prawy+antracyt mat*P/U:     10"
MERIVOBOX BOXCAP,ZL4.600S.E BXCA MP 10SW-M,01273613,1,"58,48",10,"1237,576",240,9009494534221,"MERIVOBOX BOXCAP, dł.=600 mm, wysokość E, lewy/prawy+jedwabiście biały     mat*P/U: 10"
MERIVOBOX BOXCAP,ZL4M00808  BVH R+L V1IG-M,07805254,1,"56,91",1,"410,763",640,9009494675580,"MERIVOBOX BOXCOVER, wysokość E, przedni/tylny, lewa/prawa+szary indium     mat*P/U: 1/20"
MERIVOBOX BOXCAP,ZL4M00808  BVH R+L V1OG-M,02127627,1,"56,91",1,"410,763",640,9009494655636,"MERIVOBOX BOXCOVER, wysokość E, przedni/tylny, lewa/prawa+antracyt     mat*P/U: 1/20"
MERIVOBOX BOXCAP,ZL4M00808  BVH R+L V1SW-M,08342672,1,"56,91",1,"410,763",640,9009494675597,"MERIVOBOX BOXCOVER, wysokość E, przedni/tylny, lewa/prawa+jedwabiście     biały mat*P/U: 1/20"
MERIVOBOX various accessories,ZRR.4000   REL-H  MP IG-M,06445925,1,"6,08",22,"26,066",11 088,9009494842388,"MERIVOBOX uchwyt relingu (tylny), uniwersalnie mocowany, nieregulowany     reling, na wkręty, prawy+lewy+szary indium mat*P/U: 22"
MERIVOBOX various accessories,ZRR.4000   REL-H  MP OG-M,05960414,1,"6,08",22,"26,066",11 088,9009494837322,"MERIVOBOX uchwyt relingu (tylny), uniwersalnie mocowany, nieregulowany     reling, na wkręty, prawy+lewy+antracyt mat*P/U: 22"
MERIVOBOX various accessories,ZRR.4000   REL-H  MP SW-M,05134053,1,"6,08",22,"26,066",11 088,9009494842531,"MERIVOBOX uchwyt relingu (tylny), uniwersalnie mocowany, nieregulowany     reling, na wkręty, prawy+lewy+jedwabiście biały mat*P/U: 22"
MERIVOBOX various accessories,ZF4.1002   FROB  V500  ZN,07469764,1,"1,06",500,"8,396",30 000,9009494450583,"Mocowanie frontu dolneMERIVOBOX, wkręty, symetryczne+cynkowana*P/U: 500"
MERIVOBOX various accessories,ZF4.10I2   FROB  V500  ZN,08852615,1,"1,62",500,"14,974",30 000,9009494430912,"Mocowanie frontu dolneMERIVOBOX, INSERTA, symetryczne+cynkowana*P/U: 500"
MERIVOBOX various accessories,ZF4.10T2   FROB UV100  ZN,04607435,1,"14,92",100,"12,502",28 600,9009494481594,"Mocowanie frontu dolneMERIVOBOX, EXPANDO T, symetryczne+cynkowana*P/U:     100"
MERIVOBOX various accessories,ZF4.50T2   FROB OV100  ZN,03162978,1,"7,99",100,"10,904",52 000,9009494481310,"Mocowanie frontu górneMERIVOBOX, EXPANDO T, symetryczne+cynkowana*P/U:     100"
MERIVOBOX various accessories,ZF4.5002   FROB O 500  ZN,09631913,1,"1,19",500,"8,906",66 500,9009494450729,"Mocowanie frontu górneMERIVOBOX, wkręty, symetryczne+cynkowana*P/U: 500"
MERIVOBOX various accessories,ZF4.50I2   FROB O 500  ZN,08758303,1,"1,49",500,"11,655",66 500,9009494345773,"Mocowanie frontu górneMERIVOBOX, INSERTA, symetryczne+cynkowana*P/U: 500"
MERIVOBOX various accessories,ABD.1000.BTABD  V1000IG-M,07462180,1,"0,38",1 000,"0,927",95 000,9009494505948,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, wysokość M,     symetryczna, pogłębiony (blum)+szary indium mat*P/U: 1000"
MERIVOBOX various accessories,ABD.1000.BTABD  V1000OG-M,08991700,1,"0,38",1 000,"0,902",95 000,9009494469066,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, symetryczna, pogłębiony     (blum)+antracyt mat*P/U: 1000"
MERIVOBOX various accessories,ABD.1000.BTABD  V1000SW-M,05953717,1,"0,38",1 000,"1,019",95 000,9009494469059,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, symetryczna, pogłębiony     (blum)+jedwabiście biały mat*P/U: 1000"
MERIVOBOX various accessories,ABD.1009   AB  IM1000IN-G,08120593,1,"2,04",1 000,"0,937",95 000,9009494318531,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, symetryczna+inox*P/U:     1000"
MERIVOBOX various accessories,ABD.1009.BLAB  IM1000IN-G,06683592,1,"2,04",1 000,"0,937",95 000,9009494323474,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, symetryczna,     nadrukowany (blum)+inox*P/U: 1000"
MERIVOBOX various accessories,ABD.1009.BTAB  IM1000IN-G,03523626,1,"2,04",1 000,"0,913",95 000,9009494444346,"Zaślepka AVENTOS HK top / Zaślepka do MERIVOBOX, symetryczna, pogłębiony     (blum)+inox*P/U: 1000"
MERIVOBOX various accessories,ZB4E00AK   ABD  V100 IG-M,02878996,1,"4,59",100,"7,22",13 300,9009494459494,"Zaślepka do MERIVOBOX, wysokość E, symetryczna+szary indium mat*P/U: 100"
MERIVOBOX various accessories,ZB4E00AK   ABD  V100 OG-M,02905382,1,"4,59",100,"7,21",13 300,9009494343847,"Zaślepka do MERIVOBOX, wysokość E, symetryczna+antracyt mat*P/U: 100"
MERIVOBOX various accessories,ZB4E00AK   ABD  V100 SW-M,03589494,1,"4,59",100,"7,77",13 300,9009494343854,"Zaślepka do MERIVOBOX, wysokość E, symetryczna+jedwabiście biały     mat*P/U: 100"
MERIVOBOX various accessories,ZB4M00AK   ABD  V100 IG-M,08814684,1,"5,78",100,"14,889",7 600,9009494506303,"Zaślepka do MERIVOBOX, wysokość M, symetryczna+szary indium mat*P/U: 100"
MERIVOBOX various accessories,ZB4M00AK   ABD  V100 OG-M,05159029,1,"5,78",100,"14,889",7 600,9009494497342,"Zaślepka do MERIVOBOX, wysokość M, symetryczna+antracyt mat*P/U: 100"
MERIVOBOX various accessories,ZB4M00AK   ABD  V100 SW-M,02615876,1,"5,78",100,"16,119",7 600,9009494497359,"Zaślepka do MERIVOBOX, wysokość M, symetryczna+jedwabiście biały     mat*P/U: 100"
MERIVOBOX various accessories,ZA4.5400.BTABD  V1000IG-M,05255933,1,"0,43",1 000,"1,086",133 000,9009494355871,"MERIVOBOX Zaślepka ZA4.540, symetryczna, pogłębiony (blum)+szary indium     mat*P/U: 1000"
MERIVOBOX various accessories,ZA4.5400.BTABD  V1000OG-M,04493467,1,"0,43",1 000,"1,084",133 000,9009494461152,"MERIVOBOX Zaślepka ZA4.540, symetryczna, pogłębiony (blum)+antracyt     mat*P/U: 1000"
MERIVOBOX various accessories,ZA4.5400.BTABD  V1000SW-M,06920936,1,"0,43",1 000,"1,18",133 000,9009494469042,"MERIVOBOX Zaślepka ZA4.540, symetryczna, pogłębiony (blum)+jedwabiście     biały mat*P/U: 1000"
MERIVOBOX various accessories,ZS4.400MU  SE-ST14 V1R737,06187221,1,"73,61",1,"417,3",320,9009494438963,"MERIVOBOX Stabilizacja boczna, dł.=400 mm, KB=1400 mm, pełen wysuw+R7037     ciemnoszara*P/U: 1/10"
MERIVOBOX various accessories,ZS4.650MU  SE-ST14 V1R737,04666290,1,"73,61",1,"417,3",320,9009494438987,"MERIVOBOX Stabilizacja boczna, dł.=650 mm, KB=1400 mm, pełen wysuw+R7037     ciemnoszara*P/U: 1/10"
MERIVOBOX various accessories,ZE4H1058G  E-V  PL V1  KL,04166752,1,"103,40",1,3925,100,9009494713282,"MERIVOBOX element dekoracyjny - przód, wysokość E (142.5 mm), szer.     korpusu KB=1200 mm (18/19 mm), szkło przezroczyste+przejrzyste*P/U: 1"
MERIVOBOX various accessories,ZE4L1058G  E-V  PL V1  KL,08868168,1,"63,88",1,2010,180,9009494713299,"MERIVOBOX element dekoracyjny - przód, wysokość E (75 mm), szer. korpusu     KB=1200 mm (18/19 mm), szkło przezroczyste+przejrzyste*P/U: 1"
MERIVOBOX various accessories,ZE4M360G   E-S  PLV10  KL,09500997,1,"18,09",10,671,594,9009494713244,"MERIVOBOX element dekoracyjny - bok, wysokość E (95 mm), dł.=450 mm,     szkło przezroczyste+przejrzyste*P/U: 10"
MERIVOBOX various accessories,ZE4M410G   E-S  PLV10  KL,06875694,1,"19,39",10,756,960,9009494713251,"MERIVOBOX element dekoracyjny - bok, wysokość E (95 mm), dł.=500 mm,     szkło przezroczyste+przejrzyste*P/U: 10"
MERIVOBOX various accessories,ZE4M460G   E-S  PL S2  KL,05994382,1,"67,06",1,1737,396,9009494713268,"MERIVOBOX element dekoracyjny - bok, wysokość E (95 mm), dł.=550 mm,     szkło przezroczyste, 2 szt. w kpl.+przejrzyste*P/U: 1"
MERIVOBOX various accessories,ZE4M510G   E-S  PL S2  KL,05447453,1,"74,50",1,1947,396,9009494713275,"MERIVOBOX element dekoracyjny - bok, wysokość E (95 mm), dł.=600 mm,     szkło przezroczyste, 2 szt. w kpl.+przejrzyste*P/U: 1"
MERIVOBOX various accessories,ZR4.1059U  RELING  20IG-M,04367706,1,"20,66",20,"389,752",1 120,9009494489446,"MERIVOBOX Reling, do szer. korpusu KB=1200 mm, długość=1059 mm, do     przycięcia+szary indium mat*P/U: 20"
MERIVOBOX various accessories,ZR4.1059U  RELING  20OG-M,04110020,1,"20,66",20,"389,752",1 120,9009494484571,"MERIVOBOX Reling, do szer. korpusu KB=1200 mm, długość=1059 mm, do     przycięcia+antracyt mat*P/U: 20"
MERIVOBOX various accessories,ZR4.1059U  RELING  20SW-M,07063128,1,"20,66",20,"389,752",1 120,9009494489439,"MERIVOBOX Reling, do szer. korpusu KB=1200 mm, długość=1059 mm, do     przycięcia+jedwabiście biały mat*P/U: 20"
MERIVOBOX inner drawer,ZI4.0MS1   FRO R+L V1IG-M,08564806,1,"38,89",1,"322,373",504,9009494682304,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej, lewe/prawe+szary     indium mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.0MS1   FRO R+L V1OG-M,02975987,1,"38,89",1,"322,393",504,9009494682250,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+antracyt mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.0MS1   FRO R+L V1SW-M,03357847,1,"38,89",1,"322,573",504,9009494682311,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+jedwabiście biały mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.1KS1   FRO R+L V1IG-M,01661280,1,"44,88",1,"398,565",504,9009494682366,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej, lewe/prawe+szary     indium mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.1KS1   FRO R+L V1OG-M,08598461,1,"44,88",1,"398,565",504,9009494682328,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+antracyt mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.1KS1   FRO R+L V1SW-M,07301578,1,"44,88",1,"399,225",504,9009494682373,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+jedwabiście biały mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.2ES1   FRO R+L V1IG-M,03897381,1,"55,59",1,"554,333",420,9009494682762,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej, lewe/prawe+szary     indium mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.2ES1   FRO R+L V1OG-M,04856433,1,"55,59",1,"554,333",420,9009494682731,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+antracyt mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.2ES1   FRO R+L V1SW-M,04851772,1,"55,59",1,"555,793",420,9009494682779,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej,     lewe/prawe+jedwabiście biały mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.4ES1   FRO R+L V1IG-M,06189248,1,"53,04",1,"582,539",420,9009494683844,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe+szary indium mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.4ES1   FRO R+L V1OG-M,08252146,1,"53,04",1,"582,539",420,9009494683813,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe+antracyt mat*P/U: 1"
MERIVOBOX inner drawer,ZI4.4ES1   FRO R+L V1SW-M,05029734,1,"53,04",1,"582,769",420,9009494683899,"Mocowanie frontu MERIVOBOX , do szuflady wewnętrznej z elementami     dekoracyjnymi, lewe/prawe+jedwabiście biały mat*P/U: 1"
MERIVOBOX inner drawer,ZV4.1042M  VORD-ST 12IG-M,02230934,1,"56,91",1,"887,804",360,9009494493849,"front, KB=1200 mm, do przycięcia, do MERIVOBOX+szary indium mat*P/U: 12"
MERIVOBOX inner drawer,ZV4.1042M  VORD-ST 12OG-M,06673888,1,"56,91",1,"887,804",360,9009494478044,"front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200 mm, do     przycięcia, do MERIVOBOX+antracyt mat*P/U: 12"
MERIVOBOX inner drawer,ZV4.1042M  VORD-ST 12SW-M,09336501,1,"56,91",1,"887,804",360,9009494478037,"front, do Szuflady wewnętrzne z relingiem poprzecznym, KB=1200 mm, do     przycięcia, do MERIVOBOX+jedwabiście biały mat*P/U: 12"
MERIVOBOX inner drawer,ZV4.1042NN VORD-ST 12IG-M,07408993,1,"57,55",1,"777,316",480,9009494493818,"front, z wpustem na element dekoracyjny, KB=1200 mm, do przycięcia, do     MERIVOBOX+szary indium mat*P/U: 12"
MERIVOBOX inner drawer,ZV4.1042NN VORD-ST 12OG-M,03150389,1,"57,55",1,"777,316",480,9009494477795,"front, z wpustem na element dekoracyjny, do Szuflada wewnętrzna z     elementem dekoracyjnym, KB=1200 mm, do przycięcia, do MERIVOBOX+antracyt     mat*P/U: 12"
